阳泉市,?113.57,?37.85,,,,,,,,,,,
平定县,?113.62,?37.8?,,,,,,,,,,,
长治市,?113.12,?36.2?,,,,,,,,,,,
长治县,?113.03,?36.05,,,,,,,,,,,
襄垣县,?113.05,?36.53,,,,,,,,,,,
屯留县,?112.88,?36.32,,,,,,,,,,,
平顺县,?113.43,?36.2?,,,,,,,,,,,
黎城县,?113.38,?36.5?,,,,,,,,,,,
长子县,?112.87,?36.12,,,,,,,,,,,
武乡县,?112.85,?36.83,,,,,,,,,,,
沁源县,?112.33,?36.5?,,,,,,,,,,,
潞城市,?113.22,?36.33,,,,,,,,,,,
晋城市,?112.83,?35.5?,,,,,,,,,,,
沁水县,?112.18,?35.68,,,,,,,,,,,
阳城县,?112.42,?35.48,,,,,,,,,,,
陵川县,?113.27,?35.78,,,,,,,,,,,
泽州县,?112.83,?35.5?,,,,,,,,,,,
高平市,?112.92,?35.8?,,,,,,,,,,,
朔州市,?112.43,?39.33,,,,,,,,,,,
朔城区,?112.43,?39.33,,,,,,,,,,,
山阴县,?112.82,?39.52,,,,,,,,,,,
右玉县,?112.47,?39.98,,,,,,,,,,,
怀仁县,?113.08,?39.83,,,,,,,,,,,
晋中市,?112.75,?37.68,,,,,,,,,,,
榆次区,?112.75,?37.68,,,,,,,,,,,
榆社县,?112.97,?37.07,,,,,,,,,,,
左权县,?113.37,?37.07,,,,,,,,,,,
和顺县,?113.57,?37.33,,,,,,,,,,,
寿阳县,?113.18,?37.88,,,,,,,,,,,
太谷县,?112.55,?37.42,,,,,,,,,,,
平遥县,?112.17,?37.18,,,,,,,,,,,
灵石县,?111.77,?36.85,,,,,,,,,,,
介休市,?111.92,?37.03,,,,,,,,,,,
运城市,?110.98,?35.02,,,,,,,,,,,
盐湖区,?110.98,?35.02,,,,,,,,,,,
临猗县,?110.77,?35.15,,,,,,,,,,,
万荣县,?110.83,?35.42,,,,,,,,,,,
闻喜县,?111.22,?35.35,,,,,,,,,,,
稷山县,?110.97,?35.6?,,,,,,,,,,,
新绛县,?111.22,?35.62,,,,,,,,,,,
垣曲县,?111.67,?35.3?,,,,,,,,,,,
平陆县,?111.22,?34.83,,,,,,,,,,,
芮城县,?110.68,?34.7?,,,,,,,,,,,
忻州市,?112.73,?38.42,,,,,,,,,,,
忻府区,?112.73,?38.42,,,,,,,,,,,
定襄县,?112.95,?38.48,,,,,,,,,,,
五台县,?113.25,?38.73,,,,,,,,,,,
繁峙县,?113.25,?39.18,,,,,,,,,,,
静乐县,?111.93,?38.37,,,,,,,,,,,
五寨县,?111.85,?38.9?,,,,,,,,,,,
岢岚县,?111.57,?38.7?,,,,,,,,,,,
河曲县,?111.13,?39.38,,,,,,,,,,,
临汾市,?111.52,?36.08,,,,,,,,,,,
尧都区,?111.52,?36.08,,,,,,,,,,,
曲沃县,?111.47,?35.63,,,,,,,,,,,
翼城县,?111.72,?35.73,,,,,,,,,,,
襄汾县,?111.43,?35.88,,,,,,,,,,,
洪洞县,?111.67,?36.25,,,,,,,,,,,
安泽县,?112.25,?36.15,,,,,,,,,,,
浮山县,?111.83,?35.97,,,,,,,,,,,
乡宁县,?110.83,?35.97,,,,,,,,,,,
大宁县,?110.75,?36.47,,,,,,,,,,,
永和县,?110.63,?36.77,,,,,,,,,,,
汾西县,?111.57,?36.65,,,,,,,,,,,
侯马市,?111.35,?35.62,,,,,,,,,,,
霍州市,?111.72,?36.57,,,,,,,,,,,
吕梁市,?111.13,?37.52,,,,,,,,,,,
离石区,?111.13,?37.52,,,,,,,,,,,
文水县,?112.02,?37.43,,,,,,,,,,,
交城县,?112.15,?37.55,,,,,,,,,,,
石楼县,?110.83,?37.0?,,,,,,,,,,,
方山县,?111.23,?37.88,,,,,,,,,,,
中阳县,?111.18,?37.33,,,,,,,,,,,
孝义市,?111.77,?37.15,,,,,,,,,,,
汾阳市,?111.78,?37.27,,,,,,,,,,,
新城区,?111.65,?40.87,,,,,,,,,,,
玉泉区,?111.67,?40.75,,,,,,,,,,,
赛罕区,?111.68,?40.8?,,,,,,,,,,,
武川县,?111.45,?41.08,,,,,,,,,,,
包头市,?109.83,?40.65,,,,,,,,,,,
东河区,?110.02,?40.58,,,,,,,,,,,
石拐区,?110.27,?40.68,,,,,,,,,,,
九原区,?109.97,?40.6?,,,,,,,,,,,
固阳县,?110.05,?41.03,,,,,,,,,,,
乌海市,?106.82,?39.67,,,,,,,,,,,
海南区,?106.88,?39.43,,,,,,,,,,,
赤峰市,?118.92,?42.27,,,,,,,,,,,
红山区,?118.97,?42.28,,,,,,,,,,,
松山区,?118.92,?42.28,,,,,,,,,,,
林西县,?118.05,?43.6?,,,,,,,,,,,
宁城县,?119.33,?41.6?,,,,,,,,,,,
通辽市,?122.27,?43.62,,,,,,,,,,,
库伦旗,?121.77,?42.73,,,,,,,,,,,
奈曼旗,?120.65,?42.85,,,,,,,,,,,
杭锦旗,?108.72,?39.83,,,,,,,,,,,
乌审旗,?108.85,?38.6?,,,,,,,,,,,
阿荣旗,?123.47,?48.13,,,,,,,,,,,
根河市,?121.52,?50.78,,,,,,,,,,,
五原县,?108.27,?41.1?,,,,,,,,,,,
磴口县,?107.02,?40.33,,,,,,,,,,,
卓资县,?112.57,?40.9?,,,,,,,,,,,
商都县,?113.53,?41.55,,,,,,,,,,,
兴和县,?113.88,?40.88,,,,,,,,,,,
凉城县,?112.48,?40.53,,,,,,,,,,,
丰镇市,?113.15,?40.43,,,,,,,,,,,
兴安盟,?122.05,?46.08,,,,,,,,,,,
突泉县,?121.57,?45.38,,,,,,,,,,,
镶黄旗,?113.83,?42.23,,,,,,,,,,,
多伦县,?116.47,?42.18,,,,,,,,,,,
沈阳市,?123.43,?41.8?,,,,,,,,,,,
沈河区,?123.45,?41.8?,,,,,,,,,,,
大东区,?123.47,?41.8?,,,,,,,,,,,
皇姑区,?123.42,?41.82,,,,,,,,,,,
铁西区,?122.95,?41.12,,,,,,,,,,,
铁西区,?123.35,?41.8?,,,,,,,,,,,
东陵区,?123.47,?41.77,,,,,,,,,,,
辽中县,?122.72,?41.52,,,,,,,,,,,
康平县,?123.35,?42.75,,,,,,,,,,,
新民市,?122.82,?42.0?,,,,,,,,,,,
大连市,?121.62,?38.92,,,,,,,,,,,
中山区,?121.63,?38.92,,,,,,,,,,,
长海县,?122.58,?39.27,,,,,,,,,,,
庄河市,?122.98,?39.7?,,,,,,,,,,,
鞍山市,?122.98,?41.1?,,,,,,,,,,,
铁东区,?122.98,?41.1?,,,,,,,,,,,
铁西区,?122.95,?41.12,,,,,,,,,,,
铁西区,?123.35,?41.8?,,,,,,,,,,,
千山区,?122.97,?41.07,,,,,,,,,,,
台安县,?122.42,?41.38,,,,,,,,,,,
抚顺市,?123.98,?41.88,,,,,,,,,,,
新抚区,?123.88,?41.87,,,,,,,,,,,
东洲区,?124.02,?41.85,,,,,,,,,,,
望花区,?123.78,?41.85,,,,,,,,,,,
顺城区,?123.93,?41.88,,,,,,,,,,,
本溪市,?123.77,?41.3?,,,,,,,,,,,
平山区,?123.77,?41.3?,,,,,,,,,,,
溪湖区,?123.77,?41.33,,,,,,,,,,,
明山区,?123.82,?41.3?,,,,,,,,,,,
南芬区,?123.73,?41.1?,,,,,,,,,,,
丹东市,?124.38,?40.13,,,,,,,,,,,
元宝区,?124.38,?40.13,,,,,,,,,,,
振兴区,?124.35,?40.08,,,,,,,,,,,
振安区,?124.42,?40.17,,,,,,,,,,,
东港市,?124.15,?39.87,,,,,,,,,,,
凤城市,?124.07,?40.45,,,,,,,,,,,
锦州市,?121.13,?41.1?,,,,,,,,,,,
古塔区,?121.12,?41.13,,,,,,,,,,,
凌河区,?121.15,?41.12,,,,,,,,,,,
黑山县,?122.12,?41.7?,,,,,,,,,,,
凌海市,?121.35,?41.17,,,,,,,,,,,
营口市,?122.23,?40.67,,,,,,,,,,,
站前区,?122.27,?40.68,,,,,,,,,,,
西市区,?122.22,?40.67,,,,,,,,,,,
老边区,?122.37,?40.67,,,,,,,,,,,
盖州市,?122.35,?40.4?,,,,,,,,,,,
阜新市,?121.67,?42.02,,,,,,,,,,,
海州区,?121.65,?42.02,,,,,,,,,,,
太平区,?121.67,?42.02,,,,,,,,,,,
细河区,?121.68,?42.03,,,,,,,,,,,
彰武县,?122.53,?42.38,,,,,,,,,,,
辽阳市,?123.17,?41.27,,,,,,,,,,,
白塔区,?123.17,?41.27,,,,,,,,,,,
文圣区,?123.18,?41.27,,,,,,,,,,,
辽阳县,?123.07,?41.22,,,,,,,,,,,
灯塔市,?123.33,?41.42,,,,,,,,,,,
盘锦市,?122.07,?41.12,,,,,,,,,,,
大洼县,?122.07,?40.98,,,,,,,,,,,
盘山县,?122.02,?41.25,,,,,,,,,,,
铁岭市,?123.83,?42.28,,,,,,,,,,,
银州区,?123.85,?42.28,,,,,,,,,,,
清河区,?124.15,?42.53,,,,,,,,,,,
铁岭县,?123.83,?42.3?,,,,,,,,,,,
西丰县,?124.72,?42.73,,,,,,,,,,,
开原市,?124.03,?42.55,,,,,,,,,,,
朝阳市,?120.45,?41.57,,,,,,,,,,,
双塔区,?120.45,?41.57,,,,,,,,,,,
龙城区,?120.43,?41.6?,,,,,,,,,,,
朝阳县,?120.47,?41.58,,,,,,,,,,,
建平县,?119.63,?41.4?,,,,,,,,,,,
北票市,?120.77,?41.8?,,,,,,,,,,,
连山区,?120.87,?40.77,,,,,,,,,,,
龙港区,?120.93,?40.72,,,,,,,,,,,
南票区,?120.75,?41.1?,,,,,,,,,,,
绥中县,?120.33,?40.32,,,,,,,,,,,
兴城市,?120.72,?40.62,,,,,,,,,,,
长春市,?125.32,?43.9?,,,,,,,,,,,
南关区,?125.33,?43.87,,,,,,,,,,,
宽城区,?125.32,?43.92,,,,,,,,,,,
朝阳区,?125.28,?43.83,,,,,,,,,,,
二道区,?125.37,?43.87,,,,,,,,,,,
绿园区,?125.25,?43.88,,,,,,,,,,,
双阳区,?125.67,?43.52,,,,,,,,,,,
农安县,?125.18,?44.43,,,,,,,,,,,
九台市,?125.83,?44.15,,,,,,,,,,,
榆树市,?126.55,?44.82,,,,,,,,,,,
吉林市,?126.55,?43.83,,,,,,,,,,,
昌邑区,?126.57,?43.88,,,,,,,,,,,
龙潭区,?126.57,?43.92,,,,,,,,,,,
船营区,?126.53,?43.83,,,,,,,,,,,
丰满区,?126.57,?43.82,,,,,,,,,,,
蛟河市,?127.33,?43.72,,,,,,,,,,,
桦甸市,?126.73,?42.97,,,,,,,,,,,
舒兰市,?126.95,?44.42,,,,,,,,,,,
磐石市,?126.05,?42.95,,,,,,,,,,,
四平市,?124.35,?43.17,,,,,,,,,,,
铁西区,?124.35,?43.15,,,,,,,,,,,
铁东区,?124.38,?43.17,,,,,,,,,,,
梨树县,?124.33,?43.32,,,,,,,,,,,
辽源市,?125.13,?42.88,,,,,,,,,,,
龙山区,?125.12,?42.9?,,,,,,,,,,,
西安区,?125.15,?42.92,,,,,,,,,,,
东丰县,?125.53,?42.68,,,,,,,,,,,
通化市,?125.93,?41.73,,,,,,,,,,,
东昌区,?125.95,?41.73,,,,,,,,,,,
通化县,?125.75,?41.68,,,,,,,,,,,
辉南县,?126.03,?42.68,,,,,,,,,,,
柳河县,?125.73,?42.28,,,,,,,,,,,
集安市,?126.18,?41.12,,,,,,,,,,,
白山市,?126.42,?41.93,,,,,,,,,,,
抚松县,?127.28,?42.33,,,,,,,,,,,
松原市,?124.82,?45.13,,,,,,,,,,,
长岭县,?123.98,?44.28,,,,,,,,,,,
乾安县,?124.02,?45.02,,,,,,,,,,,
扶余县,?126.02,?44.98,,,,,,,,,,,
白城市,?122.83,?45.62,,,,,,,,,,,
洮北区,?122.85,?45.62,,,,,,,,,,,
通榆县,?123.08,?44.82,,,,,,,,,,,
洮南市,?122.78,?45.33,,,,,,,,,,,
大安市,?124.28,?45.5?,,,,,,,,,,,
图们市,?129.83,?42.97,,,,,,,,,,,
敦化市,?128.23,?43.37,,,,,,,,,,,
珲春市,?130.37,?42.87,,,,,,,,,,,
龙井市,?129.42,?42.77,,,,,,,,,,,
汪清县,?129.75,?43.32,,,,,,,,,,,
道里区,?126.62,?45.77,,,,,,,,,,,
南岗区,?126.68,?45.77,,,,,,,,,,,
道外区,?126.65,?45.78,,,,,,,,,,,
香坊区,?126.68,?45.72,,,,,,,,,,,
平房区,?126.62,?45.62,,,,,,,,,,,
松北区,?126.55,?45.8?,,,,,,,,,,,
呼兰区,?126.58,?45.9?,,,,,,,,,,,
依兰县,?129.55,?46.32,,,,,,,,,,,
方正县,?128.83,?45.83,,,,,,,,,,,
木兰县,?128.03,?45.95,,,,,,,,,,,
通河县,?128.75,?45.97,,,,,,,,,,,
延寿县,?128.33,?45.45,,,,,,,,,,,
双城市,?126.32,?45.37,,,,,,,,,,,
尚志市,?127.95,?45.22,,,,,,,,,,,
五常市,?127.15,?44.92,,,,,,,,,,,
龙沙区,?123.95,?47.32,,,,,,,,,,,
建华区,?123.95,?47.35,,,,,,,,,,,
铁锋区,?123.98,?47.35,,,,,,,,,,,
龙江县,?123.18,?47.33,,,,,,,,,,,
泰来县,?123.42,?46.4?,,,,,,,,,,,
富裕县,?124.47,?47.82,,,,,,,,,,,
克山县,?125.87,?48.03,,,,,,,,,,,
克东县,?126.25,?48.03,,,,,,,,,,,
拜泉县,?126.08,?47.6?,,,,,,,,,,,
讷河市,?124.87,?48.48,,,,,,,,,,,
鸡西市,?130.97,?45.3?,,,,,,,,,,,
鸡冠区,?130.97,?45.3?,,,,,,,,,,,
恒山区,?130.93,?45.2?,,,,,,,,,,,
滴道区,?130.78,?45.37,,,,,,,,,,,
梨树区,?130.68,?45.08,,,,,,,,,,,
麻山区,?130.52,?45.2?,,,,,,,,,,,
鸡东县,?131.13,?45.25,,,,,,,,,,,
虎林市,?132.98,?45.77,,,,,,,,,,,
密山市,?131.87,?45.55,,,,,,,,,,,
鹤岗市,?130.27,?47.33,,,,,,,,,,,
向阳区,?130.28,?47.33,,,,,,,,,,,
向阳区,?130.33,?46.8?,,,,,,,,,,,
工农区,?130.25,?47.32,,,,,,,,,,,
南山区,?130.28,?47.3?,,,,,,,,,,,
兴安区,?130.22,?47.27,,,,,,,,,,,
东山区,?130.32,?47.33,,,,,,,,,,,
萝北县,?130.83,?47.58,,,,,,,,,,,
绥滨县,?131.85,?47.28,,,,,,,,,,,
尖山区,?131.17,?46.63,,,,,,,,,,,
岭东区,?131.13,?46.57,,,,,,,,,,,
集贤县,?131.13,?46.72,,,,,,,,,,,
饶河县,?134.02,?46.8?,,,,,,,,,,,
大庆市,?125.03,?46.58,,,,,,,,,,,
红岗区,?124.88,?46.4?,,,,,,,,,,,
大同区,?124.82,?46.03,,,,,,,,,,,
肇州县,?125.27,?45.7?,,,,,,,,,,,
肇源县,?125.08,?45.52,,,,,,,,,,,
林甸县,?124.87,?47.18,,,,,,,,,,,
南岔区,?129.28,?47.13,,,,,,,,,,,
友好区,?128.82,?47.85,,,,,,,,,,,
西林区,?129.28,?47.48,,,,,,,,,,,
翠峦区,?128.65,?47.72,,,,,,,,,,,
新青区,?129.53,?48.28,,,,,,,,,,,
美溪区,?129.13,?47.63,,,,,,,,,,,
五营区,?129.25,?48.12,,,,,,,,,,,
带岭区,?129.02,?47.02,,,,,,,,,,,
红星区,?129.38,?48.23,,,,,,,,,,,
嘉荫县,?130.38,?48.88,,,,,,,,,,,
铁力市,?128.02,?46.98,,,,,,,,,,,
向阳区,?130.28,?47.33,,,,,,,,,,,
向阳区,?130.33,?46.8?,,,,,,,,,,,
前进区,?130.37,?46.82,,,,,,,,,,,
桦南县,?130.57,?46.23,,,,,,,,,,,
桦川县,?130.72,?47.02,,,,,,,,,,,
抚远县,?134.28,?48.37,,,,,,,,,,,
同江市,?132.52,?47.65,,,,,,,,,,,
富锦市,?132.03,?47.25,,,,,,,,,,,
新兴区,?130.83,?45.8?,,,,,,,,,,,
桃山区,?130.97,?45.77,,,,,,,,,,,
勃利县,?130.57,?45.75,,,,,,,,,,,
东安区,?129.62,?44.58,,,,,,,,,,,
阳明区,?129.63,?44.6?,,,,,,,,,,,
爱民区,?129.58,?44.58,,,,,,,,,,,
西安区,?129.62,?44.57,,,,,,,,,,,
东宁县,?131.12,?44.07,,,,,,,,,,,
林口县,?130.27,?45.3?,,,,,,,,,,,
海林市,?129.38,?44.57,,,,,,,,,,,
宁安市,?129.47,?44.35,,,,,,,,,,,
穆棱市,?130.52,?44.92,,,,,,,,,,,
黑河市,?127.48,?50.25,,,,,,,,,,,
爱辉区,?127.48,?50.25,,,,,,,,,,,
逊克县,?128.47,?49.58,,,,,,,,,,,
孙吴县,?127.32,?49.42,,,,,,,,,,,
北安市,?126.52,?48.23,,,,,,,,,,,
绥化市,?126.98,?46.63,,,,,,,,,,,
北林区,?126.98,?46.63,,,,,,,,,,,
望奎县,?126.48,?46.83,,,,,,,,,,,
兰西县,?126.28,?46.27,,,,,,,,,,,
庆安县,?127.52,?46.88,,,,,,,,,,,
安达市,?125.33,?46.4?,,,,,,,,,,,
肇东市,?125.98,?46.07,,,,,,,,,,,
海伦市,?126.97,?47.47,,,,,,,,,,,
呼玛县,?126.65,?51.73,,,,,,,,,,,
漠河县,?122.53,?52.97,,,,,,,,,,,
上海市,?121.47,?31.23,,,,,,,,,,,
黄浦区,?121.48,?31.23,,,,,,,,,,,
卢湾区,?121.47,?31.22,,,,,,,,,,,
徐汇区,?121.43,?31.18,,,,,,,,,,,
长宁区,?121.42,?31.22,,,,,,,,,,,
静安区,?121.45,?31.23,,,,,,,,,,,
闸北区,?121.45,?31.25,,,,,,,,,,,
杨浦区,?121.52,?31.27,,,,,,,,,,,
闵行区,?121.38,?31.12,,,,,,,,,,,
宝山区,?121.48,?31.4?,,,,,,,,,,,
嘉定区,?121.27,?31.38,,,,,,,,,,,
金山区,?121.33,?30.75,,,,,,,,,,,
松江区,?121.22,?31.03,,,,,,,,,,,
青浦区,?121.12,?31.15,,,,,,,,,,,
南汇区,?121.75,?31.05,,,,,,,,,,,
奉贤区,?121.47,?30.92,,,,,,,,,,,
南京市,?118.78,?32.07,,,,,,,,,,,
白下区,?118.78,?32.03,,,,,,,,,,,
建邺区,?118.75,?32.03,,,,,,,,,,,
鼓楼区,?117.18,?34.28,,,,,,,,,,,
鼓楼区,?118.77,?32.07,,,,,,,,,,,
下关区,?118.73,?32.08,,,,,,,,,,,
浦口区,?118.62,?32.05,,,,,,,,,,,
栖霞区,?118.88,?32.12,,,,,,,,,,,
江宁区,?118.85,?31.95,,,,,,,,,,,
六合区,?118.83,?32.35,,,,,,,,,,,
溧水县,?119.02,?31.65,,,,,,,,,,,
高淳县,?118.88,?31.33,,,,,,,,,,,
北塘区,?120.28,?31.58,,,,,,,,,,,
锡山区,?120.35,?31.6?,,,,,,,,,,,
惠山区,?120.28,?31.68,,,,,,,,,,,
滨湖区,?120.27,?31.57,,,,,,,,,,,
江阴市,?120.27,?31.9?,,,,,,,,,,,
宜兴市,?119.82,?31.35,,,,,,,,,,,
徐州市,?117.18,?34.27,,,,,,,,,,,
鼓楼区,?117.18,?34.28,,,,,,,,,,,
鼓楼区,?118.77,?32.07,,,,,,,,,,,
云龙区,?117.22,?34.25,,,,,,,,,,,
九里区,?117.13,?34.3?,,,,,,,,,,,
贾汪区,?117.45,?34.45,,,,,,,,,,,
泉山区,?117.18,?34.25,,,,,,,,,,,
铜山县,?117.17,?34.18,,,,,,,,,,,
睢宁县,?117.95,?33.9?,,,,,,,,,,,
新沂市,?118.35,?34.38,,,,,,,,,,,
邳州市,?117.95,?34.32,,,,,,,,,,,
常州市,?119.95,?31.78,,,,,,,,,,,
